date,category,brand,option,r,g,b,L,a,b,hex,case_type,timestamp
251124,liptint,얼터너티브스테레오,3호솔티드핑크,192,128,136,18.0811,25.8427,5.8705,#C08088,A_normal,2025-11-27 17:07:29
251124,liptint,얼터너티브스테레오,4호토피로즈,178,112,112,16.2795,26.1401,10.999,#B27070,A_normal,2025-11-27 17:07:29
251124,liptint,얼터너티브스테레오,4호피치볼,254,139,121,21.0364,41.7762,29.0946,#FE8B79,A_normal,2025-11-27 17:07:29
251124,liptint,얼터너티브스테레오,5호모브볼,180,78,91,14.0569,42.6049,13.2042,#B44E5B,A_normal,2025-11-27 17:07:29
251124,liptint,얼터너티브스테레오,5호카카오50,98,63,54,9.1335,14.0809,11.7904,#623F36,A_normal,2025-11-27 17:07:29
251124,liptint,얼터너티브스테레오,9호코코볼,163,87,75,13.7365,29.9893,20.9546,#A3574B,A_normal,2025-11-27 17:07:29
251124,liptint,얼터너티브스테레오,new16호딸기무스볼,238,110,117,18.6552,49.9346,20.3297,#EE6E75,A_normal,2025-11-27 17:07:29
251124,liptint,얼터너티브스테레오,new17호로즈쿠키볼,203,69,74,14.647,53.2632,26.722,#CB454A,A_normal,2025-11-27 17:07:29
251124,liptint,얼터너티브스테레오,new19호베리스무디볼,193,37,70,12.8769,61.0016,21.1999,#C12546,A_normal,2025-11-27 17:07:29
251124,liptint,얼터너티브스테레오,new올영단독18호워터멜론볼,254,103,113,18.9953,58.2326,24.5548,#FE6771,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,10호플럼퓨레,96,6,22,5.6087,38.2255,17.7939,#600616,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,1호하이피레드,183,18,57,11.7717,61.6829,24.2193,#B71239,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,2호누가필링,235,125,113,19.3754,41.1276,25.741,#EB7D71,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,3호사워피치,209,91,93,16.1543,46.8168,22.2464,#D15B5D,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,4호프림누드,185,97,88,15.4046,34.4678,21.2089,#B96158,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,5호문릿,184,70,68,13.6866,45.9784,25.5577,#B84644,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,6호세레나데,190,76,85,14.3926,46.5618,18.6194,#BE4C55,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,7호베리타르트,220,67,100,15.6034,61.1743,15.9275,#DC4364,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,8호보바피그,184,98,103,15.5197,35.0381,12.8686,#B86267,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,9호타로모브,179,72,92,13.6877,45.2303,10.8609,#B3485C,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,new12호허니코트,191,108,116,16.5418,33.8051,10.1319,#BF6C74,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,new13호로즈크레마,153,30,51,10.1585,50.3891,19.9494,#991E33,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,new단품10호언더모브,170,61,60,12.4655,44.6123,24.7299,#AA3D3C,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,new단품11호버터벨,126,41,40,8.9557,36.6679,20.8495,#7E2928,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,new단품12호체리소르베,169,1,38,10.5604,59.4895,30.5935,#A90126,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,new단품13호볼드베리,219,1,72,13.9153,73.0298,25.4625,#DB0148,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,new단품14호핑크팝,253,123,159,20.3078,52.9903,4.4757,#FD7B9F,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,new단품15호세레나데,215,83,104,16.092,53.4324,15.6421,#D75368,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,new단품16호마멀레이드,251,125,103,19.9929,46.2446,34.3776,#FB7D67,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,new단품17호진저피치,229,109,115,18.1914,47.0824,19.1534,#E56D73,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,new단품18호통카,150,80,64,12.6431,27.5852,22.4143,#965040,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,new단품19호베리소다,208,83,113,15.8164,51.9418,8.8376,#D05371,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,new단품1호애플소르베,239,26,45,15.3057,74.3698,47.5186,#EF1A2D,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,new단품20호플럼콩포트,106,19,42,6.7941,38.8818,9.3637,#6A132A,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,new단품22호밀키허니,153,72,75,12.3251,34.137,14.3951,#99484B,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,new단품23호아포가토,137,47,47,9.9136,38.3612,20.8268,#892F2F,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,new단품2호오드코랄,253,74,70,17.4761,66.9264,42.4292,#FD4A46,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,new단품3호칠링칠링,218,79,92,15.9746,55.2076,22.3024,#DA4F5C,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,new단품4호허쉬드체리,134,6,33,8.2801,49.458,23.0461,#860621,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,new단품5호로사,215,45,58,14.3386,64.4265,35.4068,#D72D3A,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,new단품6호브륄레,153,0,0,9.3864,54.6993,45.1358,#990000,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,new단품7호스모크드,122,17,14,7.6432,43.1062,31.6203,#7A110E,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,new단품8호페탈펀치,200,59,64,14.0058,55.6666,29.8751,#C83B40,A_normal,2025-11-27 17:07:29
251124,liptint,에스쁘아,new단품9호핑키로우키,249,113,104,19.2374,51.349,30.5488,#F97168,A_normal,2025-11-27 17:07:29
251124,liptint,오아드,000뉴테,157,49,44,11.106,44.3955,28.3643,#9D312C,A_normal,2025-11-27 17:07:29
251124,liptint,오아드,001러퍼,173,5,29,10.8439,59.7432,37.1945,#AD051D,A_normal,2025-11-27 17:07:29
251124,liptint,오아드,002오드핀,244,85,82,17.509,60.5599,35.491,#F45552,A_normal,2025-11-27 17:07:29
251124,liptint,오아드,003블런토,221,49,32,14.731,64.2267,50.9376,#DD3120,A_normal,2025-11-27 17:07:29
251124,liptint,오아드,004로지트,241,57,83,16.2897,69.4954,29.7594,#F13953,A_normal,2025-11-27 17:07:29
251124,liptint,오아드,005위얼브,115,19,10,7.2326,40.2226,31.5898,#73130A,A_normal,2025-11-27 17:07:29
251124,liptint,오아드,006윈토,117,21,48,7.608,42.1043,9.322,#751530,A_normal,2025-11-27 17:07:29
251124,liptint,오아드,007코랄린,254,104,81,18.8962,55.8004,41.9629,#FE6851,A_normal,2025-11-27 17:07:29
251124,liptint,오아드,008브로위,82,28,19,5.6037,24.626,19.0409,#521C13,A_normal,2025-11-27 17:07:29
251124,liptint,캔메이크,01버터스카치,206,101,91,16.5797,40.6487,25.1903,#CE655B,A_normal,2025-11-27 17:07:29
251124,liptint,캔메이크,02모모,211,86,97,16.0061,50.1674,19.2892,#D35661,A_normal,2025-11-27 17:07:29
251124,liptint,캔메이크,03와인베리,206,74,101,15.193,54.1321,13.0629,#CE4A65,A_normal,2025-11-27 17:07:29
251124,liptint,캔메이크,05피그퓨레,213,84,85,15.9329,50.8639,26.0766,#D55455,A_normal,2025-11-27 17:07:29
251124,liptint,캔메이크,06라즈베리케익,241,99,142,18.3877,58.33,4.7439,#F1638E,A_normal,2025-11-27 17:07:29
251124,liptint,캔메이크,07후르츠오레,224,99,103,17.341,49.1002,22.1121,#E06367,A_normal,2025-11-27 17:07:29
251124,liptint,컬러그램,01살구살몬,194,119,102,17.3038,27.4936,21.786,#C27766,A_normal,2025-11-27 17:07:29
251124,liptint,컬러그램,02플러핑크,188,121,121,17.3394,26.1847,10.9193,#BC7979,A_normal,2025-11-27 17:07:29
251124,liptint,컬러그램,03피그블리,175,92,87,14.6499,33.1518,18.1808,#AF5C57,A_normal,2025-11-27 17:07:29
251124,liptint,컬러그램,04코랄릿,187,72,74,13.9723,46.5266,23.2899,#BB484A,A_normal,2025-11-27 17:07:29
251124,liptint,컬러그램,05레드티지,149,63,65,11.5274,36.3732,16.9065,#953F41,A_normal,2025-11-27 17:07:29
251124,liptint,컬러그램,06베리비키,176,80,90,13.9767,40.0715,13.344,#B0505A,A_normal,2025-11-27 17:07:29
251124,liptint,컬러그램,07긱로즈,150,86,93,13.2403,27.3024,7.5244,#96565D,A_normal,2025-11-27 17:07:29
251124,liptint,컬러그램,08힙초콜릿,133,78,67,11.7938,21.8856,16.4272,#854E43,A_normal,2025-11-27 17:07:29
251124,liptint,컬러그램,09바미레드,122,38,46,8.6102,37.0058,15.3282,#7A262E,A_normal,2025-11-27 17:07:29
251124,liptint,컬러그램,10데드로즈,116,47,57,8.8558,31.3382,9.0053,#742F39,A_normal,2025-11-27 17:07:29
251124,liptint,컬러그램,11딥초콜릿,137,65,64,11.0625,30.5823,15.1176,#894140,A_normal,2025-11-27 17:07:29
251124,liptint,컬러그램,12플럼디헬,91,33,42,6.5612,27.5034,7.8225,#5B212A,A_normal,2025-11-27 17:07:29
251124,liptint,컬러그램,13번트마롱,109,43,43,8.151,29.3985,14.8468,#6D2B2B,A_normal,2025-11-27 17:07:29
251124,liptint,컬러그램,14딸기멜로,214,142,144,19.8775,27.6004,10.2163,#D68E90,A_normal,2025-11-27 17:07:29
251124,liptint,컬러그램,15살구라이트,226,125,113,19.0109,37.76,23.906,#E27D71,A_normal,2025-11-27 17:07:29
251124,liptint,컬러그램,16로코코랄,217,106,106,17.4408,43.4576,20.6462,#D96A6A,A_normal,2025-11-27 17:07:29
251124,liptint,컬러그램,17이븐피치,209,93,106,16.3435,46.968,15.4651,#D15D6A,A_normal,2025-11-27 17:07:29
251124,liptint,컬러그램,18베리몰리,199,84,91,15.2906,46.449,19.3031,#C7545B,A_normal,2025-11-27 17:07:29
251124,liptint,클리오,01빈티지애플,206,79,82,15.3202,50.496,24.9702,#CE4F52,A_normal,2025-11-27 17:07:29
251124,liptint,클리오,03블러쉬드피치,253,115,146,19.777,55.3741,9.3139,#FD7392,A_normal,2025-11-27 17:07:29
251124,liptint,클리오,04페일플럼,226,112,140,18.4065,47.0894,5.7027,#E2708C,A_normal,2025-11-27 17:07:29
251124,liptint,클리오,05프레쉬체리,216,4,65,13.7198,71.7496,28.8152,#D80441,A_normal,2025-11-27 17:07:29
251124,liptint,클리오,06데일리모브,232,98,116,17.7358,53.3907,16.5675,#E86274,A_normal,2025-11-27 17:07:29
251124,liptint,클리오,08젠틀시나몬,198,76,72,14.7192,48.4191,28.0264,#C64C48,A_normal,2025-11-27 17:07:29
251124,liptint,클리오,10베이비베리,254,73,114,17.7081,70.0128,18.1869,#FE4972,A_normal,2025-11-27 17:07:29
251124,liptint,클리오,11멜로우피그,243,123,107,19.557,44.5941,30.0856,#F37B6B,A_normal,2025-11-27 17:07:29
251124,liptint,클리오,13코숏진주코랄,253,141,103,21.0354,39.0079,38.7902,#FD8D67,A_normal,2025-11-27 17:07:29
251124,liptint,클리오,14하트핑크다이아,249,85,128,18.021,65.2865,11.3129,#F95580,A_normal,2025-11-27 17:07:29
251124,liptint,클리오,15그루밍피치오팔,216,110,84,17.523,39.3405,33.4527,#D86E54,A_normal,2025-11-27 17:07:29
251124,liptint,클리오,16럭셔리모브루비,221,71,119,15.9552,61.5501,6.2059,#DD4777,A_normal,2025-11-27 17:07:29
251124,liptint,클리오,17클래식애플,248,80,97,17.5702,64.6195,27.3081,#F85061,A_normal,2025-11-27 17:07:29
251124,liptint,클리오,18프레쉬애플,233,111,129,18.569,48.8277,12.9404,#E96F81,A_normal,2025-11-27 17:07:29
251124,liptint,클리오,19베이비애플,235,106,106,18.2386,49.8819,24.6703,#EB6A6A,A_normal,2025-11-27 17:07:29
251124,liptint,클리오,20바닐라애플,224,121,104,18.6315,38.2811,27.2357,#E07968,A_normal,2025-11-27 17:07:29
251124,liptint,클리오,25다크체리,204,10,72,13.0638,68.6702,21.1893,#CC0A48,A_normal,2025-11-27 17:07:29
251124,liptint,클리오,26모브체리,178,69,98,13.5268,46.8748,6.4015,#B24562,A_normal,2025-11-27 17:07:29
251124,liptint,클리오,27허니체리,237,94,113,17.7497,56.5801,18.499,#ED5E71,A_normal,2025-11-27 17:07:29
251124,liptint,클리오,28드라이체리,201,80,97,15.2137,49.5018,15.4294,#C95061,A_normal,2025-11-27 17:07:29
251124,liptint,토니모리,n01루비쇼킹,225,68,45,15.6646,59.4924,47.7634,#E1442D,A_normal,2025-11-27 17:07:29
251124,liptint,토니모리,n02토마토쇼킹,224,5,35,14.1247,72.6435,47.9805,#E00523,A_normal,2025-11-27 17:07:29
251124,liptint,토니모리,n03코랄쇼킹,228,47,45,15.108,67.1138,46.1356,#E42F2D,A_normal,2025-11-27 17:07:29
251124,liptint,토니모리,n04핑크쇼킹,223,5,74,14.2081,73.7314,25.6438,#DF054A,A_normal,2025-11-27 17:07:29
251124,liptint,토니모리,n05페탈쇼킹,218,1,40,13.7252,71.6385,43.6389,#DA0128,A_normal,2025-11-27 17:07:29
251124,liptint,토니모리,n06레드쇼킹,157,5,37,9.8185,55.8615,27.7212,#9D0525,A_normal,2025-11-27 17:07:29
251124,liptint,토니모리,n07번트로즈쇼킹,155,24,31,10.0198,51.7149,32.0117,#9B181F,A_normal,2025-11-27 17:07:29
251124,liptint,토니모리,n08로즈쇼킹,194,93,93,15.5821,40.3999,19.2941,#C25D5D,A_normal,2025-11-27 17:07:29
251124,liptint,토니모리,n09플럼쇼킹,136,42,62,9.7038,41.4073,10.1959,#882A3E,A_normal,2025-11-27 17:07:29
251124,liptint,토니모리,n10모브쇼킹,188,94,106,15.4626,38.9469,10.9077,#BC5E6A,A_normal,2025-11-27 17:07:29
251124,liptint,토니모리,n11로제트쇼킹,223,7,62,14.1679,73.0482,32.7795,#DF073E,A_normal,2025-11-27 17:07:29
251124,liptint,토니모리,n12페어리쇼킹,208,99,109,16.6572,43.9664,15.1222,#D0636D,A_normal,2025-11-27 17:07:29
251124,liptint,토니모리,n13애프리콧쇼킹,212,96,90,16.5541,45.256,25.8272,#D4605A,A_normal,2025-11-27 17:07:29
251124,liptint,토니모리,n14피치쇼킹,208,106,114,17.104,40.9374,14.2665,#D06A72,A_normal,2025-11-27 17:07:29
251124,liptint,토니모리,s01오렌지쇼킹,235,88,19,17.0328,54.2392,62.5692,#EB5813,A_normal,2025-11-27 17:07:29
251124,liptint,토니모리,s02브릭쇼킹,191,92,82,15.3258,38.8612,24.5349,#BF5C52,A_normal,2025-11-27 17:07:29
251124,liptint,토니모리,올영단독s03애플쇼킹,186,51,61,12.8951,54.0426,26.5384,#BA333D,A_normal,2025-11-27 17:07:29
251124,liptint,토니모리,올영단독s04그레이프쇼킹,176,97,129,15.3339,35.884,-3.6129,#B06181,A_normal,2025-11-27 17:07:29
251124,liptint,토니모리,주토피아콜라보n16하트럼쇼킹,238,115,134,19.0436,49.1167,12.3985,#EE7386,A_normal,2025-11-27 17:07:29
251124,liptint,토니모리,주토피아콜라보s05선셋볼쇼킹,223,80,52,16.1051,54.3085,45.5646,#DF5034,A_normal,2025-11-27 17:07:29
251124,liptint,투크,03보니타,149,61,71,11.4511,37.9139,12.8037,#953D47,A_normal,2025-11-27 17:07:29
251124,liptint,투크,04베를린,178,82,72,14.0806,38.2544,24.6574,#B25248,A_normal,2025-11-27 17:07:29
251124,liptint,투크,05산스,229,79,94,16.5412,58.8923,23.9591,#E54F5E,A_normal,2025-11-27 17:07:29
251124,liptint,투크,07지지,133,58,78,10.5393,34.2949,3.7071,#853A4E,A_normal,2025-11-27 17:07:29
251124,liptint,투크,10유레카,235,87,101,17.2457,58.0131,23.1579,#EB5765,A_normal,2025-11-27 17:07:29
251124,liptint,투크,13엔젤애플,151,53,44,10.972,40.505,27.5648,#97352C,A_normal,2025-11-27 17:07:29
251124,liptint,투크,14차밍,157,47,77,11.211,47.5326,8.1013,#9D2F4D,A_normal,2025-11-27 17:07:29
251124,liptint,투크,15모던핑크,209,58,73,14.5032,59.3129,26.9339,#D13A49,A_normal,2025-11-27 17:07:29
251124,liptint,투크,16베어애프리콧,226,118,94,18.4802,39.7883,32.2142,#E2765E,A_normal,2025-11-27 17:07:29
251124,liptint,투크,17노체핑크,212,112,141,17.8335,42.3532,2.1209,#D4708D,A_normal,2025-11-27 17:07:29
251124,liptint,투크,단품01네이키드,173,94,78,14.6437,30.4567,23.4101,#AD5E4E,A_normal,2025-11-27 17:07:29
251124,liptint,투크,단품02겟러브,207,78,87,15.3477,51.6306,22.1636,#CF4E57,A_normal,2025-11-27 17:07:29
251124,liptint,투크,단품06로맨스,232,94,93,17.3987,53.4237,28.3556,#E85E5D,A_normal,2025-11-27 17:07:29
251124,liptint,투크,단품11네이키드핑크,159,63,74,12.0849,40.8313,14.084,#9F3F4A,A_normal,2025-11-27 17:07:29
251124,liptint,투크,단품12조지아,214,98,106,16.8491,46.3149,17.8971,#D6626A,A_normal,2025-11-27 17:07:29
251124,liptint,퓌,01스위티듀,209,101,131,16.9769,45.6541,3.7557,#D16583,A_normal,2025-11-27 17:07:29
251124,liptint,퓌,02바닐라듀,234,103,110,18.054,51.2613,21.53,#EA676E,A_normal,2025-11-27 17:07:29
251124,liptint,퓌,03위듀아웃,218,103,115,17.3676,46.122,15.1249,#DA6773,A_normal,2025-11-27 17:07:29
251124,liptint,퓌,04멜바듀,240,104,96,18.3073,51.8369,30.7859,#F06860,A_normal,2025-11-27 17:07:29
251124,liptint,퓌,06베리팝,209,67,104,15.0551,58.1664,10.6882,#D14368,A_normal,2025-11-27 17:07:29
251124,liptint,퓌,07피치팝,226,80,97,16.4516,57.7372,21.7087,#E25061,A_normal,2025-11-27 17:07:29
251124,liptint,퓌,08리치팝,216,80,78,15.8489,53.1936,29.8941,#D8504E,A_normal,2025-11-27 17:07:29
251124,liptint,퓌,09애플딥,207,58,72,14.3882,58.6463,26.9714,#CF3A48,A_normal,2025-11-27 17:07:29
251124,liptint,퓌,10체리딥,186,55,85,13.1966,54.1637,13.0832,#BA3755,A_normal,2025-11-27 17:07:29
251124,liptint,퓌,11플럼딥,168,46,85,11.8423,52.0374,6.2763,#A82E55,A_normal,2025-11-27 17:07:29
251124,liptint,퓌,12피그딥,204,72,82,14.8797,52.8612,22.9946,#CC4852,A_normal,2025-11-27 17:07:29
251124,liptint,힌스,01베어,221,118,103,18.3169,38.604,26.345,#DD7667,A_normal,2025-11-27 17:07:29
251124,liptint,힌스,02로로즈,230,74,72,16.2695,59.8929,35.5992,#E64A48,A_normal,2025-11-27 17:07:29
251124,liptint,힌스,03로프리콧,229,82,71,16.5687,56.3129,37.3051,#E55247,A_normal,2025-11-27 17:07:29
251124,liptint,힌스,04피버,205,42,57,13.6633,62.3729,32.8843,#CD2A39,A_normal,2025-11-27 17:07:29
251124,liptint,힌스,05히비스커스,221,39,78,14.6199,68.5339,24.879,#DD274E,A_normal,2025-11-27 17:07:29
251124,liptint,힌스,06로그레이프,177,68,91,13.3722,46.31,9.9544,#B1445B,A_normal,2025-11-27 17:07:29
251124,liptint,힌스,07칠,141,33,57,9.5745,46.1562,13.0355,#8D2139,A_normal,2025-11-27 17:07:29
251124,liptint,힌스,08레어,226,117,119,18.555,42.4073,18.4508,#E27577,A_normal,2025-11-27 17:07:29
251124,liptint,힌스,09로라일락,216,103,135,17.426,47.5236,3.7091,#D86787,A_normal,2025-11-27 17:07:29
251124,liptint,힌스,10로체리,161,19,58,10.4108,55.7715,16.8294,#A1133A,A_normal,2025-11-27 17:07:29
251124,liptint,힌스,11차이,199,113,106,17.1214,33.0947,18.7832,#C7716A,A_normal,2025-11-27 17:07:29
251124,liptint,힌스,12로휘그,227,86,89,16.7396,54.9877,27.6705,#E35659,A_normal,2025-11-27 17:07:29
251124,liptint,힌스,13핑크페퍼,249,108,117,19.0412,54.6389,22.3476,#F96C75,A_normal,2025-11-27 17:07:29
251124,liptint,힌스,14로코코,188,83,72,14.609,41.5119,27.2202,#BC5348,A_normal,2025-11-27 17:07:29
251124,liptint,힌스,15바이트,151,7,37,9.4506,54.0084,25.9675,#970725,A_normal,2025-11-27 17:07:29
251124,liptint,힌스,16로베리,232,101,124,17.9457,52.7364,12.8962,#E8657C,A_normal,2025-11-27 17:07:29
251124,liptint,힌스,17로피치,251,123,125,19.9929,48.9395,22.1581,#FB7B7D,A_normal,2025-11-27 17:07:29
251124,liptint,힌스,new26로즈프레소,189,100,89,15.7717,34.521,22.3508,#BD6459,A_normal,2025-11-27 17:07:29
251124,liptint,힌스,new27얼루어로즈,169,72,85,13.152,41.0437,12.4244,#A94855,A_normal,2025-11-27 17:07:29
251125,lipstick,3CE,넥타,136,71,69,11.4447,27.3571,13.6927,#884745,A_normal,2025-11-27 17:07:29
251125,lipstick,3CE,니트웜베스트,209,79,86,15.491,51.7935,23.4458,#D14F56,A_normal,2025-11-27 17:07:29
251125,lipstick,3CE,드리미겨울쿨추천,164,82,91,13.5597,34.6759,10.5283,#A4525B,A_normal,2025-11-27 17:07:29
251125,lipstick,3CE,라일락글레이즈,185,105,131,16.2266,35.1042,-0.286,#B96983,A_normal,2025-11-27 17:07:29
251125,lipstick,3CE,레드뮤즈,222,67,66,15.5315,59.7212,35.7543,#DE4342,A_normal,2025-11-27 17:07:29
251125,lipstick,3CE,레인오어샤인,210,108,116,17.3228,40.8499,14.1608,#D26C74,A_normal,2025-11-27 17:07:29
251125,lipstick,3CE,머머링,220,121,109,18.4958,37.2004,23.725,#DC796D,A_normal,2025-11-27 17:07:29
251125,lipstick,3CE,밀키섀도우,183,119,102,16.893,23.0775,19.7074,#B77766,A_normal,2025-11-27 17:07:29
251125,lipstick,3CE,버디웜추천,218,109,105,17.6552,42.2341,22.2066,#DA6D69,A_normal,2025-11-27 17:07:29
251125,lipstick,3CE,세컨드스킨,166,81,75,13.4833,34.4041,19.9232,#A6514B,A_normal,2025-11-27 17:07:29
251125,lipstick,3CE,센슈얼브리즈,189,99,88,15.7026,34.9609,22.6284,#BD6358,A_normal,2025-11-27 17:07:29
251125,lipstick,3CE,소프티스트,215,130,123,18.9645,31.9455,17.8205,#D7827B,A_normal,2025-11-27 17:07:29
251125,lipstick,3CE,스모크핑크,210,89,85,16.0497,47.5186,26.4841,#D25955,A_normal,2025-11-27 17:07:29
251125,lipstick,3CE,스피크투미,184,73,62,13.8152,44.2134,29.6359,#B8493E,A_normal,2025-11-27 17:07:29
251125,lipstick,3CE,오트봄웜베이스립추천,229,137,122,19.9464,33.4913,23.1275,#E5897A,A_normal,2025-11-27 17:07:29
251125,lipstick,3CE,오팔샤워,210,149,149,20.2659,22.9531,9.191,#D29595,A_normal,2025-11-27 17:07:29
251125,lipstick,3CE,워미시무브,204,117,82,17.4601,30.8394,33.9294,#CC7552,A_normal,2025-11-27 17:07:29
251125,lipstick,3CE,웨이백,194,115,99,17.0152,29.3712,22.2131,#C27363,A_normal,2025-11-27 17:07:29
251125,lipstick,3CE,유어사이드여름쿨추천,241,102,132,18.4637,56.0095,10.8896,#F16684,A_normal,2025-11-27 17:07:29
251125,lipstick,3CE,이터널웜,186,110,88,16.3026,27.8575,25.1748,#BA6E58,A_normal,2025-11-27 17:07:29
251125,lipstick,3CE,칠무브,151,70,67,12.0574,33.6827,18.0728,#974643,A_normal,2025-11-27 17:07:29
251125,lipstick,3CE,코지위스퍼쿨베스트,218,85,106,16.3495,53.7094,15.7156,#DA556A,A_normal,2025-11-27 17:07:29
251125,lipstick,3CE,콜디스트,121,46,66,9.1297,34.6861,4.4926,#792E42,A_normal,2025-11-27 17:07:29
251125,lipstick,3CE,텍스트미겨울쿨추천,185,58,87,13.2834,52.8506,12.2167,#B93A57,A_normal,2025-11-27 17:07:29
251125,lipstick,3CE,토프베이지가을웜추천,190,112,97,16.645,29.2176,21.6196,#BE7061,A_normal,2025-11-27 17:07:29
251125,lipstick,3CE,패시네이티드,223,117,147,18.6303,44.3786,2.7013,#DF7593,A_normal,2025-11-27 17:07:29
251125,lipstick,3CE,포커스온미,219,103,88,17.259,44.2468,30.2007,#DB6758,A_normal,2025-11-27 17:07:29
251125,lipstick,3CE,퓨어블렌딩여름쿨베이스립추천,236,135,148,20.2511,39.9028,10.1065,#EC8794,A_normal,2025-11-27 17:07:29
251125,lipstick,3CE,허쉬레드뉴트럴베스트,218,62,80,15.1831,61.0369,25.9771,#DA3E50,A_normal,2025-11-27 17:07:29
251125,lipstick,3CE,헤이지로즈,175,76,79,13.6284,40.7073,18.4039,#AF4C4F,A_normal,2025-11-27 17:07:29
251125,lipstick,네이밍,ann안,237,150,150,21.266,32.6837,13.7824,#ED9696,A_normal,2025-11-27 17:07:29
251125,lipstick,네이밍,brevity브레버티,203,154,133,20.2959,15.4235,18.1244,#CB9A85,A_normal,2025-11-27 17:07:29
251125,lipstick,네이밍,furtive퍼티브,201,117,130,17.6239,34.4121,7.291,#C97582,A_normal,2025-11-27 17:07:29
251125,lipstick,네이밍,knell넬,212,140,123,19.5331,25.4125,20.3556,#D48C7B,A_normal,2025-11-27 17:07:29
251125,lipstick,네이밍,mandy맨디,178,104,94,15.6107,28.5141,18.4511,#B2685E,A_normal,2025-11-27 17:07:29
251125,lipstick,네이밍,rizz리즈,215,130,130,19.0096,32.7196,14.0653,#D78282,A_normal,2025-11-27 17:07:29
251125,lipstick,네이밍,tenze텐즈,178,95,102,15.0687,34.2548,11.2391,#B25F66,A_normal,2025-11-27 17:07:29
251125,lipstick,네이밍,uptick업틱,239,113,103,18.789,47.7293,28.8866,#EF7167,A_normal,2025-11-27 17:07:29
251125,lipstick,노노어,001캐시미어로즈,186,101,109,15.8365,34.8586,10.8388,#BA656D,A_normal,2025-11-27 17:07:29
251125,lipstick,노노어,002스웨이드로지브라운,161,106,101,15.145,21.3636,11.8567,#A16A65,A_normal,2025-11-27 17:07:29
251125,lipstick,노노어,003쉬폰피치에코,205,102,89,16.5854,39.6065,26.3362,#CD6659,A_normal,2025-11-27 17:07:29
251125,lipstick,노노어,005프린지레드우드,174,102,95,15.3212,28.1276,16.465,#AE665F,A_normal,2025-11-27 17:07:29
251125,lipstick,노노어,006베일드피오니핑크,217,131,128,19.1375,32.7195,15.8291,#D98380,A_normal,2025-11-27 17:07:29
251125,lipstick,노노어,007슬릿페일피치,218,158,142,21.1188,20.2344,17.1967,#DA9E8E,A_normal,2025-11-27 17:07:29
251125,lipstick,노노어,008타프타피치더스트,218,183,163,23.0796,9.5665,14.8684,#DAB7A3,A_normal,2025-11-27 17:07:29
251125,lipstick,노노어,101코트어스터치,123,88,72,12.2007,12.2118,14.9848,#7B5848,A_normal,2025-11-27 17:07:29
251125,lipstick,노노어,102실루엣샌드,151,132,118,16.943,4.8696,10.213,#978476,A_normal,2025-11-27 17:07:29
251125,lipstick,디어달리아,누디베이지아리아나,214,132,119,19.036,30.0695,20.3815,#D68477,A_normal,2025-11-27 17:07:29
251125,lipstick,디어달리아,뉴트럴로즈페이,203,113,116,17.3456,35.6612,14.1206,#CB7174,A_normal,2025-11-27 17:07:29
251125,lipstick,디어달리아,로지오렌지시에나,226,100,92,17.4283,48.5043,28.8667,#E2645C,A_normal,2025-11-27 17:07:29
251125,lipstick,디어달리아,브라이트핑크크리스틴,235,90,117,17.486,57.9918,14.9081,#EB5A75,A_normal,2025-11-27 17:07:29
